name,pop,lat,lon
Greencastle,13790,38.0979527,-113.39940494
Cudahy,13774,44.4156558,-103.6504447
Plant City,13761,35.3261514,-80.92167773
Hatboro borough,13758,28.6761352,-119.50375081
Bixby,13746,41.6301119,-77.65036848
Lynnwood,13745,36.8643699,-108.05597279
Bellefontaine Neighbors,13732,40.2611966,-108.30426133
Streetsboro,13680,33.2753861,-68.83821023
Martinez,13675,40.5970577,-96.14663945
Draper,13653,35.7329215,-90.66035823
Papillion,13652,39.6096783,-120.59720267
Summerville,13647,40.0815488,-120.83956327
Maplewood,13640,40.8953724,-76.11980511
Davenport,13633,33.8194029,-70.52128626
Binghamton,13619,42.8505939,-124.19022588
University Park village,13609,37.3473373,-120.14026379
Channahon village,13601,45.2978905,-114.17203138
Abilene,13590,40.0136041,-87.086245
Soddy-Daisy,13562,35.8280654,-104.78040346
D'Iberville,13556,43.8462431,-73.25103017
Middleburg Heights,13534,41.174562,-81.21647572
Rockland,13529,42.6004809,-118.04602234
Chino Valley,13522,43.9315683,-105.55364821
Crest Hill,13514,31.6507353,-104.669846
Dubuque,13514,35.3773689,-104.25846276
Alamosa,13503,42.0267137,-95.75245227
Weddington,13500,35.8610797,-75.80199033
North College Hill,13497,36.8855924,-87.2374516
Holladay,13495,42.8896756,-110.5357306
Vallejo,13480,38.9493914,-81.6187975
Cayce,13470,32.6358152,-123.29297097
Lake Jackson,13458,24.833333,-92.22140479
El Campo,13454,46.530805,-91.96200733
University Park,13446,33.5001794,-81.16715993
Tiffin,13444,41.5897572,-108.68665027
Neenah,13438,34.8622981,-71.98705955
Pico Rivera,13426,25.0526491,-123.25004357
Plattsburgh,13418,37.6031261,-100.86444521
Snellville,13399,45.9912919,-75.84747558
Carencro,13375,33.4629609,-108.79866555
Tullahoma,13372,34.5810134,-70.39767446
New Hope,13370,41.4983818,-122.81695313
Salt Lake City,13365,37.9135079,-121.56961691
Edgewater,13364,34.8833916,-94.3837887
Carrboro,13361,24.833333,-70.41482642
Columbus,13355,49.1,-84.66395951
Lancaster,13355,34.3643163,-68.09364689
Bloomfield,13353,40.8613143,-72.5075392
Richmond Hill,13351,36.5013021,-89.3031213
Holly Springs,13347,38.8942003,-118.68758633
Live Oak,13341,33.1041602,-118.00278644
Wagoner,13333,41.3551762,-119.45921119
Rock Springs,13329,45.8082189,-120.71005076
Hasbrouck Heights borough,13328,31.3813188,-69.26355896
Tehachapi,13319,38.9653961,-95.7746612
Sparta,13319,29.2609411,-108.80439598
North Myrtle Beach,13312,37.0215224,-95.26872338
Fayetteville,13307,35.697927,-120.28032521
Pampa,13302,35.0948483,-108.79504245
Atlanta,13302,33.4392955,-94.9451324
New Bern,13289,39.5492084,-115.11749881
Northfield,13289,34.1334621,-104.79479362
Evergreen Park village,13288,46.1633613,-121.34693744
Walker,13281,31.4192752,-112.28950585
Chesterton,13279,33.5646235,-122.70610567
Fuquay-Varina,13278,28.8409401,-78.417857
Anacortes,13275,36.615896,-117.25467339
Miles City,13271,37.8787875,-70.03934739
Seabrook,13271,35.5729223,-96.52843053
Audubon borough,13264,39.1005049,-123.03146646
Beacon,13255,38.0844567,-119.10682114
Olivette,13228,30.5060699,-98.7357288
Flat Rock,13223,46.170736,-76.04003106
Deltona,13209,35.5639394,-120.25330896
Greenacres,13205,41.8951387,-120.88561967
Leon Valley,13196,29.9998495,-109.39419436
Lower Burrell,13189,38.141705,-89.806997
Leavenworth,13185,33.9808317,-119.57819084
Prior Lake,13180,42.3780216,-73.29435897
Anaheim,13167,32.8510667,-110.46700952
Lowell,13158,37.8632027,-106.16843068
Hemet,13153,37.147517,-119.72102736
Brecksville,13150,38.5660364,-84.03764121
Torrington,13138,41.0334117,-91.62447264
Deerfield Beach,13134,42.0559884,-117.03848308
Stockton,13133,34.3401144,-122.13692646
Bridgeton,13124,30.9587523,-80.93623934
Scottsdale,13119,31.8497525,-72.82858553
Pompano Beach,13112,39.8339226,-69.8333107
Santa Ana,13097,43.7964857,-120.38672192
Brownfield,13094,41.2331998,-79.85027591
Daytona Beach,13094,41.7078058,-86.82551918
Aventura,13082,34.8936573,-68.70256389
Lufkin,13077,41.7559186,-90.17164993
Baldwin Park,13065,45.5161499,-76.09926411
Hollister,13057,38.1309141,-83.332181
Benbrook,13052,40.422458,-69.09291836
Oregon,13038,41.0103375,-119.1098661
Russellville,13024,47.9426365,-97.49361241
Sacramento,13022,38.7420077,-70.83489304
Plaquemine,13021,45.5104668,-106.52826337
Galt,13018,34.3679237,-74.63295669
Millington,13004,41.6859862,-85.62243536
Hopatcong borough,12986,34.3499364,-114.17840807
Alliance,12973,34.6202236,-79.35923295
Springfield,12965,35.9147641,-90.17224928
Mount Airy,12964,36.7383841,-82.79346431
Antigo,12960,41.7467221,-95.83705232
Waxhaw,12953,39.4907449,-101.19266844
Anderson,12946,44.0411703,-104.16592952
Idaho Falls,12931,34.6491141,-85.03264838
Greenfield Town,12928,43.1817398,-79.19607963
Woodbury village,12912,39.2321118,-89.36147766
Gary,12911,30.4699356,-72.22697688
Essex Junction village,12911,36.431164,-121.18754156
Bay Minette,12908,34.0825917,-77.36700405
West Bend,12908,40.0475208,-98.42209559
Owosso,12903,43.1111668,-93.45213733
Fort Walton Beach,12864,41.0900829,-91.2910042
Upper Arlington,12863,48.5266368,-112.28918018
Cloquet,12860,27.2289689,-74.2235538
Pensacola,12852,34.362538,-75.66410505
Vero Beach,12825,35.3017767,-96.44016577
Temecula,12809,26.0363258,-121.75297719
Calimesa,12798,33.9567882,-120.02231075
Anacortes,12795,41.9622461,-74.0300933
Edina,12795,36.5938599,-76.65904267
Rochester Hills,12792,43.3342776,-78.17290019
Garfield Heights,12790,37.3900849,-72.82057376
Hemet,12787,38.1123292,-88.47338119
Kingsville,12776,38.1226985,-105.6549298
Victorville,12763,32.4866263,-96.81076277
West Valley City,12747,34.3547499,-74.75984834
Menlo Park,12745,34.7733713,-78.22462122
Austin,12738,42.3615777,-109.25734015
Ogden,12727,33.8605287,-71.94354007
Summit village,12700,42.7878341,-70.59738245
Royse City,12688,35.4553749,-119.33238176
Sparta,12685,41.3824029,-120.61951589
West Linn,12669,34.247384,-94.17161131
Woodhaven,12662,35.309502,-75.20215856
Clayton,12654,43.6433006,-102.23045853
Thief River Falls,12640,41.5353823,-83.06718957
Midwest City,12633,32.6977171,-91.24313864
Ashtabula,12626,30.9578478,-99.04706967
Otsego,12621,39.4778919,-76.91568183
Olathe,12621,35.2995983,-68.48959412
New London,12616,42.4283013,-96.82174224
Van Wert,12609,44.5314318,-89.13724132
Huber Heights,12579,49.1,-116.501585
Hazelwood,12577,43.1567467,-70.44385437
Albuquerque,12576,34.4014423,-103.48456848
Blair,12572,38.3238775,-101.18577945
Mexia,12554,35.8891552,-121.16615281
Murrieta,12527,35.135807,-76.70576342
Lynn,12519,42.131801,-114.73583767
Delano,12515,41.8651183,-85.54187836
Chickasha,12513,41.2905039,-122.72472179
Detroit,12512,32.5588557,-83.00662358
Wood-Ridge borough,12511,40.6315041,-117.9426805
Greeneville,12511,38.0984651,-114.94852546
Lewisville,12483,29.2174812,-85.43059251
Goodyear,12479,37.226147,-84.0437912
New Ulm,12462,35.0276349,-101.931484
Riverdale,12460,47.9042635,-83.30094938
Cibolo,12447,28.4768615,-75.47955184
Calera,12441,35.3982306,-71.30915871
Mount Vernon,12439,49.1,-106.42996182
Platteville,12421,35.931196,-92.72327621
Grimes,12419,40.0351812,-98.56679625
Foster City,12415,31.6972974,-69.01664741
Guttenberg,12414,39.339043,-79.64450322
Westbrook,12408,37.3348128,-89.15991573
Lower Burrell,12407,45.5063326,-108.74952297
Cranston,12396,42.0824369,-88.80423391
Ellsworth,12396,33.1790887,-91.08026607
Pico Rivera,12382,38.2757273,-116.79077312
Norton Shores,12379,35.6499042,-103.68659633
Conneaut,12366,31.0286525,-94.24289791
Salt Lake City,12348,48.3169683,-122.56722106
Gardena,12347,42.0967166,-77.49564846
Livermore,12343,44.0485054,-99.4394466
Cleburne,12339,39.9871943,-102.22471146
Clive,12330,33.6278931,-120.72589735
Bluefield,12326,32.6091562,-119.27677239
Statesville,12305,36.741728,-115.55766194
Reidsville,12282,49.1,-83.70141443
San Clemente,12268,36.7079826,-95.4399555
Ormond Beach,12256,36.9938169,-90.33665047
Evergreen Park village,12253,31.3051671,-112.17551727
Porterville,12219,43.3841335,-84.29929893
Stuart,12216,45.1738487,-115.07745041
Loma Linda,12215,39.6192702,-86.39701865
Arlington Heights village,12213,40.5368802,-111.43764308
Sterling Heights,12203,35.7068528,-73.24409536
Centennial,12194,37.618802,-94.5479246
Meadville,12194,37.8454498,-89.66105695
Grove City borough,12186,38.172377,-78.42107217
Ferndale,12184,35.6826474,-73.1623569
Woods Cross,12171,41.9644094,-107.40882312
Fulton,12160,47.4009613,-118.95076216
Troy,12147,44.6896147,-111.79794374
Pleasant Hill,12133,39.0848054,-68.13915303
Rayne,12125,38.27686,-90.4166671
Molalla,12124,42.5562894,-93.98120066
Lakewood,12118,43.7374218,-113.83558837
Sulphur,12100,46.4434634,-105.40730567
Laguna Hills,12080,44.5196272,-74.59109957
Delafield,12079,36.1226372,-80.68970931
Zephyrhills,12075,39.7868176,-117.16037258
Hartselle,12069,40.1755719,-108.66614183
Wickliffe,12051,49.1,-92.06867714
Pleasant Prairie village,12047,38.4863184,-96.25981642
Bellflower,12037,37.8678904,-74.30114913
Huntington,12028,36.6601336,-72.94889882
Michigan City,12022,38.4078882,-121.35035386
Dania Beach,12016,40.1409835,-118.23260348
Kentwood,12016,42.788888,-72.68809619
Casper,12015,45.6194428,-73.65631393
DeKalb,12006,41.6702828,-117.61600138
Niles village,12006,42.9905205,-110.73832797
Sharon,11992,36.3908553,-111.48268338
Visalia,11991,36.1041828,-92.02553554
Pewaukee village,11972,34.4145628,-79.18622049
Rolla,11971,38.9000707,-114.66881553
Yonkers,11971,38.087396,-102.79912134
Traverse City,11969,41.8352544,-96.07858597
Healdsburg,11966,32.441206,-108.18674006
North Charleston,11966,35.7438337,-120.58026508
Painesville,11949,43.3860676,-117.82198353
Rexburg,11938,46.3539358,-98.84350338
University Park,11932,43.7703578,-111.07706025
Prospect Heights,11921,31.1629181,-80.69599218
Hanover borough,11918,45.2468353,-91.96446401
Eastpointe,11918,38.6480591,-98.99880381
Henderson,11915,36.2389433,-100.38919869
Ingleside,11914,39.4145725,-95.78442827
Bell,11907,44.0676424,-80.73943555
Shepherdsville,11900,35.7026857,-99.19088127
Laurel,11894,39.6974085,-100.57064225
Casper,11893,43.6065798,-102.16180948
North Plainfield borough,11892,25.8800277,-108.35699168
Saratoga Springs,11883,31.8178468,-88.16724136
Albemarle,11874,34.2957715,-83.50497326
Frankfort village,11873,38.6552216,-99.70846391
Round Rock,11868,36.5066683,-105.26044159
Bradley village,11850,35.8470492,-86.24121621
Crescent City,11839,49.1,-77.40561816
Eastvale,11838,41.8213417,-81.41370513
Brownsville,11837,33.4906833,-101.63751866
Northport,11836,32.9225593,-86.67967364
Washington,11819,39.4959045,-100.29938078
Rowlett,11804,39.1115447,-83.20729166
El Cajon,11803,37.918182,-100.12270516
Emporia,11795,40.5356418,-85.9351883
Orange City,11763,41.0905853,-115.98255353
Blanchard,11762,34.0016518,-102.25260914
Richton Park village,11762,34.0427842,-114.48565934
Asheville,11759,37.9187312,-113.56768718
Fort Worth,11755,32.5256811,-80.72971973
North Ogden,11737,40.4553679,-79.65595216
Blair,11727,38.0652631,-87.0587614
Berkley,11723,44.7704267,-100.92770122
Suamico village,11718,38.7574651,-73.48632601
Chickasha,11715,46.0326815,-123.21688131
Caribou,11711,42.9067395,-71.26609889
Jacinto City,11704,33.9138483,-79.48542752
Totowa borough,11701,40.2721124,-69.51868741
Spokane,11696,27.7554743,-93.96876328
Blythe,11683,40.2681546,-91.30140924
Montpelier,11681,34.3948407,-102.14242007
Lawrence,11664,33.4622052,-82.88692486
Upper Arlington,11648,31.7605533,-84.87364482
Defiance,11647,49.1,-79.01252335
Morrisville,11640,41.1152704,-73.21136409
Winnemucca,11624,39.0539932,-93.97587155
South Beloit,11621,42.6114524,-98.32198985
Hermosa Beach,11594,44.9952211,-122.39984235
Merrill,11593,43.6284896,-74.7426359
Fort Mill,11591,30.9535305,-113.7807044
Selah,11588,32.726684,-78.83155081
Temple City,11579,34.4374246,-116.49968189
Alvin,11568,40.6321231,-87.34527758
Orono,11566,38.4718988,-84.99953568
Southwest Ranches,11549,41.9820661,-100.89573707
Hopatcong borough,11543,36.3792835,-121.03443718
Oldsmar,11528,38.2209573,-88.95235278
Wauseon,11527,35.5679252,-120.31846363
Kirkland,11515,34.921284,-98.38694037
Youngsville,11512,32.6157414,-97.80959999
Cedar Hills,11499,45.357143,-74.68400749
Lincoln Park borough,11485,39.6220167,-90.93782767
Wabash,11477,41.2044332,-114.05338771
Taylor,11474,38.2343935,-74.91487305
Menifee,11473,38.1191597,-120.91077322
Ann Arbor,11471,38.2003502,-93.10990883
Fort Atkinson,11471,32.6304779,-82.65687335
Southwest Ranches,11465,30.6467385,-104.84771475
Rockingham,11457,41.3176207,-113.2959112
Oak Harbor,11455,37.5649406,-70.73421186
Frederick,11439,36.3431518,-81.24322348
Sioux Center,11439,40.8169868,-123.04059705
Oxnard,11435,36.0668727,-72.60725918
Las Cruces,11432,39.9668569,-101.11315586
Calipatria,11419,45.3166233,-101.22241285
Portage,11417,45.8472609,-100.17455487
Freehold borough,11415,37.3690154,-110.65948778
Charleston,11397,36.7169286,-109.99023773
Siler City,11392,39.6733173,-106.29618778
Battle Ground,11387,42.4401517,-89.51357459
Dickson,11377,34.7745601,-107.15137999
Cabot,11367,46.3787444,-103.3192366
Lynwood village,11365,36.0816816,-85.19595694
Roanoke Rapids,11359,37.9655693,-80.73486792
Azusa,11354,33.786828,-83.13704127
Bainbridge Island,11350,42.7035172,-96.1364987
Munhall borough,11348,47.374302,-97.19055361
Madera,11341,39.2491674,-115.67849856
Mountlake Terrace,11340,39.6509113,-106.07311357
Manhattan,11340,29.1435361,-92.47408305
Ormond Beach,11339,32.3312538,-95.31041864
Worthington,11337,36.6906547,-117.08059974
Granbury,11334,37.977653,-121.98295948
Circleville,11332,40.8031007,-118.19125443
Providence,11319,35.1451563,-91.87080105
Duluth,11307,40.649122,-73.22775694
Coral Springs,11303,39.8683862,-80.82861891
Lorain,11302,43.4185933,-120.26773277
Palm Coast,11296,32.7774075,-76.99920193
Wood-Ridge borough,11289,33.835053,-68.1942089
Charleston,11287,28.3660366,-109.34301184
Downey,11285,29.9259997,-123.24650622
North Tonawanda,11284,34.763879,-89.63885517
Middlesex borough,11280,38.1472349,-70.97387817
Cortland,11278,42.1286446,-107.45492074
Ham Lake,11272,36.0254454,-77.02745642
Wanaque borough,11270,37.5598006,-98.06888713
Oakwood,11268,36.0633359,-102.68205319
Wheeling village,11267,41.7370721,-102.23324328
Winooski,11259,36.8727731,-116.20314732
Sioux Falls,11254,39.8734016,-82.08604058
Kingsburg,11238,29.6506283,-88.11858244
New Franklin,11233,39.7192772,-84.08516489
West Des Moines,11226,37.9149301,-110.75244966
Federal Heights,11222,42.3400126,-101.23318103
Beatrice,11215,35.6890189,-76.17150903
Cliffside Park borough,11214,35.0843609,-107.97445118
Phoenix,11212,41.7588868,-68.56650845
Irondale,11209,26.0076764,-87.92595589
Griffith,11199,31.3034148,-122.8409193
Boston,11197,30.4311411,-93.68479709
Mint Hill,11189,33.0596373,-94.47559644
Jasper,11183,39.2854351,-124.22295737
Provo,11178,39.1201635,-95.00603001
Englewood,11178,39.513602,-115.18045919
Taylorsville,11167,40.0076927,-106.33510803
Edmonds,11164,44.4480173,-79.410766
Gardner,11161,44.1783136,-113.96458511
Pompano Beach,11151,39.4919431,-119.67156659
Highland Park,11131,33.3792675,-78.48570245
San Bruno,11109,41.9881809,-116.91741511
Addison,11098,24.833333,-69.1961938
North Adams,11093,38.8444821,-88.78176066
West Frankfort,11090,40.6930866,-121.79781832
New Richmond,11088,26.592855,-83.86097919
Hollister,11086,37.406111,-107.92003479
West Des Moines,11069,44.4525264,-99.87515396
Huntington Park,11053,34.6715171,-83.05580946
Saraland,11036,42.5644248,-81.82900399
Long Beach,11025,35.3397443,-70.48441674
Brewer,11024,30.6147121,-74.01421211
Waynesville,11021,36.5980076,-83.91619062
Sunnyvale,10993,29.6243824,-91.42875509
Owensboro,10987,40.8196324,-119.23143319
Waterloo,10986,32.6839259,-72.56892891
Oregon,10981,40.6740487,-111.77225577
New Bern,10966,45.6712357,-101.03308944
Winder,10960,34.7113598,-102.75231189
Sparta,10959,28.5606977,-95.06996166
Mission,10957,36.5524451,-92.17760089
Rosemount,10948,41.6452999,-82.30552047
Pittsburgh,10943,40.08642,-83.02331898
Portland,10932,44.9648662,-80.10116684
St. Clair Shores,10924,38.7608775,-80.7799329
DeKalb,10922,39.8622967,-123.57332813
Dickson,10918,45.8152613,-94.76588038
Oakwood,10915,37.203026,-123.22509967
El Cajon,10914,38.7446471,-114.06456072
Laredo,10911,45.4932975,-100.88043162
Santee,10909,40.1109095,-83.43702094
Morgan Hill,10900,39.4356251,-110.16026761
Rapid City,10900,37.2970554,-116.60449229
Chippewa Falls,10891,41.2371667,-104.92771349
Coralville,10873,30.7102273,-83.01208126
Frostburg,10866,40.9310261,-101.3599688
Waynesboro,10861,38.1930655,-68.85832297
Broussard,10853,29.622093,-76.19022127
Abilene,10851,35.8881356,-98.30384327
Miramar,10849,49.1,-117.60580985
Rancho Cordova,10845,39.5025588,-83.35784625
Palos Verdes Estates,10843,38.1557083,-100.97140026
San Juan Capistrano,10842,36.6957756,-92.48175539
Sarasota,10842,33.7052907,-79.77052971
Wharton,10828,45.0480923,-75.32435579
Mount Rainier,10824,38.5513168,-91.15517914
Webb City,10814,33.5908901,-84.77355834
Sahuarita,10799,37.7889123,-90.79827713
Show Low,10793,34.7720756,-123.99857231
Inkster,10791,38.7549547,-86.55134319
Pinole,10768,31.7382211,-109.89104382
Hutto,10741,42.5793448,-102.51792569
Harrisburg,10740,38.8034664,-73.79855766
Black Mountain,10731,41.6627464,-118.56062149
North Logan,10704,37.6730234,-92.11595627
Lake Oswego,10696,42.0507141,-116.60615971
Merced,10688,39.5302655,-100.6962921
Orange Cove,10686,47.1873851,-108.15187699
Las Vegas,10685,44.4956875,-120.33439035
Oneonta,10681,35.2054994,-115.05821451
Rockville,10679,41.2161616,-117.30949839
Ojai,10669,49.1,-82.29721398
Deerfield village,10668,39.4870969,-121.87952594
Wilmington,10665,36.0382253,-74.37568106
Anaheim,10661,28.5381147,-77.82684763
Winfield,10659,34.0656558,-72.57184167
Riverdale,10659,32.3861895,-88.14041894
Little Rock,10658,38.8053266,-100.21698501
Hemet,10647,32.5647796,-90.1043707
Hollister,10645,30.6599653,-74.33729697
Waukesha,10644,37.1063878,-112.33844843
Eureka,10631,33.8486479,-116.96454727
North Salt Lake,10629,44.8940695,-101.34310958
Oklahoma City,10624,37.3033062,-87.57533047
Champlin,10622,36.9519125,-94.04045633
Alton,10619,37.2369763,-111.87013897
Winston-Salem,10619,41.8582331,-106.08292545
Fairview,10609,39.2609975,-72.04236871
Godfrey village,10609,38.4861699,-122.38914047
Flower Mound,10607,34.8605237,-87.1860975
Seneca,10605,42.2319937,-120.6059672
Shamokin,10603,39.0874974,-119.87126631
Little Falls,10600,40.2236587,-114.62054021
Ormond Beach,10583,35.7764549,-110.28506332
Chowchilla,10582,38.7016021,-122.69800407
Azle,10568,36.1666435,-117.44587137
Effingham,10564,29.6172866,-100.3831645
Mukilteo,10563,37.6559254,-80.0808162
Taylorsville,10561,41.0507119,-115.54339868
Lawrenceville,10561,46.8015079,-70.58234304
Prescott Valley,10551,38.9988993,-86.8137088
Delphos,10545,37.2534615,-68.76902541
Rogers,10535,36.7491861,-118.5186387
Manassas Park,10531,34.4393129,-101.42234748
North Port,10527,41.9900885,-122.56480352
Martinsville,10526,42.861058,-70.19991161
Bentonville,10525,42.7508087,-97.59930281
Hays,10509,35.4106076,-113.2604148
Laurinburg,10507,38.5659872,-116.23341733
Bentonville,10505,49.1,-86.36595738
Tomball,10497,49.1,-108.45714691
Calera,10490,39.9995485,-121.21448945
Norman,10468,39.9940397,-68.23105348
Brigantine,10460,31.1631316,-91.2683024
Fruita,10458,37.6835786,-89.51726076
Wichita,10456,37.9620079,-107.47707556
Elgin,10452,42.145621,-112.72726062
Lakeville,10448,33.4190755,-93.90702774
Bedford Heights,10442,45.8062878,-73.90310809
Bucyrus,10432,38.3932626,-116.7817132
Norwalk,10422,35.8227342,-111.7156208
Pleasanton,10408,33.0494286,-87.34417678
Normal,10407,34.6967462,-108.55856423
West Covina,10402,30.7418324,-109.55697132
Montebello,10388,41.4338098,-94.22164277
North Salt Lake,10372,32.7293428,-110.16750532
Farmington,10369,38.5459587,-87.10318348
Rexburg,10364,36.9224163,-81.32466089
Azusa,10360,39.1613518,-79.24834843
Kenton,10357,39.9563675,-82.28538212
Annapolis,10349,45.668592,-81.45617368
Upland,10347,43.0114066,-102.19821337
King City,10345,31.2227293,-96.06384781
Cornelius,10343,38.4248787,-113.7345996
Pryor Creek,10341,36.3217764,-95.99140328
Mishawaka,10337,45.6601494,-117.98222815
Plum borough,10330,49.1,-86.27203945
Gary,10330,37.9344183,-88.84553561
Hillsdale borough,10329,38.6730851,-89.27001791
Banning,10326,35.9245965,-95.4669486
Lake Grove village,10310,41.2518432,-78.29813126
Cedar Rapids,10299,44.0592577,-86.82306353
Sunnyvale,10284,36.7035601,-92.75311441
Plano,10268,39.7921656,-95.50209465
Lake Jackson,10265,34.1956646,-86.48670249
Mineral Wells,10263,38.5928428,-83.3799477
Ellwood City borough,10262,39.9103151,-84.73543759
Addison village,10251,37.7839278,-113.92560438
Kernersville,10248,35.1633824,-83.38834913
Lincoln City,10240,31.2283874,-103.83771629
Breaux Bridge,10239,40.5096225,-118.73267454
Canal Winchester,10238,32.8043029,-117.63242994
Tipp City,10238,36.341767,-100.32444586
Castle Pines,10235,36.8782131,-73.92457858
Concord,10235,38.5977767,-92.50894724
Presque Isle,10232,39.8425412,-114.17415006
Baton Rouge,10226,29.6645598,-74.23203408
Palos Verdes Estates,10222,31.9676875,-121.72805212
Falls Church,10222,37.2155776,-88.47178237
Indian Trail,10220,32.4134511,-89.5433651
Sugar Land,10210,39.2777866,-114.02323562
Hollywood,10209,36.5575816,-111.60168067
Whitefish Bay village,10203,34.9240538,-95.34944512
Pendleton,10200,34.9732372,-77.93125928
Addison,10192,42.1064408,-70.85094063
Denton,10188,39.5450126,-69.75619984
Page,10187,48.7350452,-73.02313162
Daly City,10180,48.8746962,-68.4788013
Fridley,10168,37.6053525,-97.68122926
Indian Harbour Beach,10149,33.4184339,-102.2058612
Thief River Falls,10127,30.3420945,-91.0239996
Dumas,10125,36.213474,-113.01514161
Conway,10125,36.9291003,-110.27914051
Jacinto City,10124,42.8183292,-113.86803876
Shorewood village,10122,37.7013778,-76.31809444
Closter borough,10121,35.7699961,-86.13941339
Matawan borough,10119,41.0135964,-97.04569741
Jacksonville Beach,10114,44.1926244,-114.70349496
Logansport,10099,40.0662688,-108.68357484
Chanhassen,10089,36.3764947,-78.43699153
Boerne,10077,36.4200463,-98.90777374
El Cerrito,10072,39.5572909,-84.54378149
Sulphur Springs,10071,42.9682359,-79.47427415
Winder,10061,36.3374106,-85.72360631
Valdosta,10061,28.455223,-81.03388706
Allen Park,10059,47.7606865,-89.57418587
Palm Beach Gardens,10054,38.3965761,-105.82187788
South Lyon,10052,46.132516,-73.35987468
Hyrum,10051,42.9843794,-78.01712791
Bladensburg,10045,42.246304,-69.31940629
Berkley,10029,42.449738,-99.91314146
Boerne,10029,40.2641614,-103.98386335
Paramount,10021,34.8141614,-87.43129108
Northfield,10019,39.9804008,-92.55053903
St. Louis,10018,43.0270673,-81.36248062
Harahan,10011,43.1836868,-106.75657765
Sugar Grove village,10006,33.6457226,-97.29296674
Bay Village,10005,46.8500952,-83.22616415
Great Falls,10005,44.2625192,-118.66113748
Norwood,10000,37.0102768,-77.70799336
Palisades Park borough,9999,41.2666295,-83.13447596
Norris borough,9996,26.8248207,-109.92255304
Central Falls,9991,46.693274,-114.58872902
Indiana borough,9983,33.177508,-122.88889982
Galion,9983,36.8831229,-115.41280499
Trinidad,9975,30.4673781,-70.92550207
Wheaton,9970,44.909368,-73.20544846
Wynne,9967,35.3673275,-83.61588352
Braselton,9965,37.165944,-100.20832619
Mayfield Heights,9963,24.833333,-79.1356956
Northport,9960,35.7367482,-119.96645394
Sallisaw,9960,43.1453358,-101.8040987
Warner Robins,9957,43.4228255,-116.00819938
Hercules,9955,39.4835758,-86.37581597
Wilson,9954,39.7333299,-124.04891257
Daly City,9951,41.071173,-123.09677572
Wabash,9951,34.5368553,-70.7889967
Sunset Hills,9947,38.9682256,-99.47286366
Commerce City,9939,35.9551746,-81.16958709
Copperas Cove,9935,40.4978137,-113.30137057
Camp Verde,9924,42.330948,-95.54411097
Batesville,9922,38.8000646,-95.4517761
Waco,9909,36.7121532,-90.8174278
Riverside,9898,38.093989,-122.06586435
Snohomish,9897,38.1966781,-111.03001367
Imperial,9895,33.3401905,-105.78918725
Muncie,9891,33.311416,-68.06250583
Mount Pleasant,9885,36.8600397,-114.56156698
Gig Harbor,9867,35.6942708,-84.03498744
North Platte,9858,34.6400862,-75.27885484
Villa Hills,9857,40.8727947,-102.15663728
Clawson,9856,43.2360449,-86.65638242
Ray,9853,38.2290413,-114.20247373
Brownwood,9851,49.1,-74.55721757
Coatesville,9848,44.9179201,-106.65476331
Harrisonburg,9847,26.6975824,-88.38900605
Jefferson Hills borough,9846,34.7279573,-122.82359596
Anaheim,9844,36.8729018,-118.44977125
Hackensack,9841,42.5050684,-96.72291493
Miami Beach,9839,35.6445653,-110.96990328
Waxahachie,9831,31.068075,-93.16593661
Lincoln,9827,35.8528899,-120.92460095
High Point,9821,41.4202982,-102.62818393
Evergreen Park village,9803,43.0592117,-97.19277712
Sugar Land,9796,39.1081087,-103.01366232
Central Falls,9794,36.9176041,-86.76929026
Ridgewood village,9791,34.6139755,-93.27282186
Tustin,9791,37.3627485,-74.61611899
Grosse Pointe Woods,9788,32.1018438,-76.58669891
Topeka,9784,45.680034,-80.39617229
Pleasantville,9782,40.7335568,-88.51486812
Elk Grove,9782,40.3407969,-101.37521314
Pleasant Grove,9770,32.0953275,-101.68141381
Hanover Park village,9756,37.8929237,-103.07826737
Danbury,9753,36.4859688,-85.66224237
Kingman,9751,35.2576065,-120.84782432
Laredo,9750,25.6989483,-122.02051972
Lilburn,9742,37.3415875,-106.95884148
Lenexa,9741,38.3126868,-103.44067055
Draper,9738,39.6962563,-78.25801335
American Canyon,9736,34.5281192,-70.42705837
Cedar Falls,9731,43.3768339,-117.35155747
Round Lake Beach village,9725,34.951627,-84.776967
Rocky Mount,9686,34.7809905,-95.35571522
Wayne,9685,47.4392008,-91.9899665
Brawley,9676,38.6663691,-108.79048299
Shoreview,9668,43.7903194,-88.08830817
Hudson Falls village,9664,29.9804759,-112.07047655
Baldwin borough,9659,39.4967497,-89.44221529
Cody,9651,40.1172835,-89.14024326
Bay Minette,9650,42.3771092,-98.93610851
Sullivan,9644,35.0198763,-96.30697246
Wheat Ridge,9644,34.0430381,-106.67443936
Green Bay,9643,49.1,-75.31739923
Chicago Heights,9642,41.3574526,-117.3827325
Alamosa,9642,36.7349775,-118.34564698
North Adams,9633,30.3361722,-94.46568541
Nashua,9624,38.2875687,-118.24784742
Point Pleasant borough,9623,39.9839365,-100.66149987
East Liverpool,9621,38.1558785,-85.83049242
Monroe,9616,33.9186895,-104.33611136
Biloxi,9614,39.9208441,-81.80938315
Rayne,9606,39.77182,-91.54129333
Fairborn,9605,44.8312521,-94.54738817
Emeryville,9598,32.0332303,-92.31982818
