iata,name,city,state,country,latitude,longitude
E04,Reid-Hillview of Santa Clara Co,Tempe,PA,USA,52.84308855,-67.27084004
RIW,Joseph Y. Resnick,Colorado Springs,AK,USA,29.35166597,-68.47055313
CTZ,Yuma Municipal,Omaha,TX,USA,29.29682321,-77.32820367
HRU,Ontario Muni,Surprise,AL,USA,37.35185498,-93.49333244
ULM,Driggs-Reed Memorial,Peoria,ND,USA,37.99357491,-84.27641232
09K,Ashland-Boyd County,Colorado Springs,MT,USA,42.12519988,-83.4990569
INT,Wheaton Municipal,Dayton,ME,USA,26.55569932,-105.42529376
ELP,Central Illinois Regional,Fayetteville,AZ,USA,44.88741082,-91.37751426
A63,Blackwell,Lubbock,FL,USA,34.21383113,-55.80291408
DTW,Baldwin County,Santa Ana,IN,USA,38.96050346,-73.49918526
I95,Seldovia,Topeka,WY,USA,42.38848269,-96.7391472
MLB,Herlong,Boise,KY,USA,41.72847509,-131.63024866
RDK,Umatilla Municipal,Tucson,KY,USA,31.01270983,-135.78349515
T90,Tacoma Narrows,Buffalo,NY,USA,33.86988856,-118.77688571
IYK,Indianapolis Terry,Jersey City,WI,USA,43.16387604,-95.39334346
SPW,General Dewitt Spain,Pittsburgh,IA,USA,22.72499284,-94.89929625
GKJ,Muskegon County,Murfreesboro,MI,USA,39.89609069,-108.53013759
L67,Wilkes-Barre/Scranton Intl,Akron,NE,USA,44.02274635,-103.53787487
2V1,Key,Lexington,CA,USA,41.32428788,-89.59912424
EGE,Corning Municipal,Naperville,TN,USA,41.82498091,-107.43671323
8D7,Dexter Regional,Pueblo,CA,USA,26.56631808,-130.09212332
TVY,Noatak,Philadelphia,GA,USA,33.91172083,-81.66380346
4Z4,Mid Delta Regional,Louisville,NE,USA,28.12246041,-176.6460306
3R4,Arcadia Municipal,Corpus Christi,OH,USA,36.04597354,-85.49943486
BUB,Sullivan Cty Intl,Henderson,MT,USA,46.26651669,-79.1980317
FMZ,Manistee County Blacker,Lexington,MO,USA,39.08958141,-101.83816796
TPA,Garner,Winston-Salem,SC,USA,34.09074144,-73.38884315
HYI,Dillingham Airfield,Tokyo,WI,USA,35.72146718,-74.5896916
M58,Craig-Moffat,Hialeah,IN,USA,43.04910635,-75.3852175
RWI,Cooperstown Municipal,West Valley City,NC,USA,27.48995694,-85.19435556
OLU,Carrington Municipal,New York,CA,USA,48.94947148,-67.94553103
7KA,Sanderson,Grand Rapids,TN,USA,30.75288899,-120.48015609
H30,Laurens County,Escondido,NE,USA,12.69680128,-52.94666685
2W5,Greenville Downtown,Savannah,CA,USA,55.83629568,-88.77810082
UNI,Mt. Hawley Auxiliary,Peoria,TN,USA,37.65251977,-102.72303109
YUM,Tulip City,Torrance,NH,USA,39.97792081,-97.85570605
M41,South Jersey Reg,Stockton,KS,USA,41.60066035,-75.6378166
HOU,Lake Placid,Toronto,MT,USA,38.83371998,-110.63946708
K89,Greeley-Weld County,Colorado Springs,OK,USA,45.53170228,-83.22217338
MCE,Yuma Municipal,Louisville,IL,USA,56.019451,-55.22990054
GQQ,Draughon-Miller Central Texas Regional,Oklahoma City,ID,USA,28.48095115,-146.56399931
7A5,March,Waco,OH,USA,37.5458376,-115.13694132
HSA,Madison County Executive,El Paso,MI,USA,36.70777608,-94.4069492
GYY,Chignik (Anchorage Bay),Naperville,NE,USA,43.53054637,-54.85561193
L75,Brandywine,Stockton,TX,USA,26.89575178,-102.25753799
UNU,Huron County Memorial,Tucson,TX,USA,41.92664288,-76.68264851
3N6,Joseph State,Odessa,SD,USA,46.07494512,-39.15733225
CPR,El Paso International,Denton,WI,USA,39.20486012,-98.78887711
AIA,Trinca,Omaha,ND,USA,42.46252187,-71.44086888
PQN,Fresno-Chandler Downtown,Paterson,OK,USA,57.06465262,-95.08968128
N69,Norwood Memorial,Winston-Salem,GA,USA,35.36635754,-80.37561905
BFD,Adams,Brownsville,CA,USA,31.36672564,-99.00738518
9G8,Tipton,Tallahassee,MI,USA,34.01915563,-137.76707461
1O3,St Elmo,Murfreesboro,AK,USA,19.24617238,-52.04176742
3LF,Laredo International,Corpus Christi,AZ,USA,32.00401045,-67.53172227
JVY,Haines SPB,Fort Wayne,VA,USA,44.92631777,-153.19624751
2M8,Hope,Fort Wayne,ND,USA,44.59181637,-99.20889204
AUM,Rusty Allen,Birmingham,IN,USA,31.08616936,-87.45766383
RBW,Butler Cty,Boston,NC,USA,38.87948409,-81.69845774
OKV,Eastern Slopes Regional,Akron,NH,USA,48.98017275,-73.61816136
0L9,Lemmon Municipal,Garland,TX,USA,44.09911065,-125.70165639
48I,Libby AAF-Sierra Vista Municipal,San Diego,GA,USA,49.26847236,-91.16877327
CMY,Toledo Suburban,Greensboro,TX,USA,28.77434988,-53.1695462
MHV,Houlton International,Atlanta,MS,USA,42.2770027,-69.78199308
H96,Texarkana Regional-Webb,Sparks,FL,USA,37.15380645,-101.03586872
MQI,Gallia - Meigs Regional,Anaheim,OH,USA,46.71015691,-100.78644557
MBL,Put In Bay,Raleigh,GA,USA,29.48787183,-101.83282504
GED,Galveston-Scholes,Fresno,NY,USA,42.64301491,-93.45763916
SBU,Alliance Municipal,Sydney,NM,USA,43.29054963,-103.43774484
ENW,Napaskiak,Cincinnati,FL,USA,45.08602231,-78.72384325
UNO,Joseph State,Allen,PA,USA,42.35856233,-89.53197489
ENA,Gainesville Regional,Newport News,AR,USA,33.52717083,-99.19092671
SJX,Quillayute,Raleigh,TX,USA,35.48657112,-124.02542697
48I,Elkins-Randolph Co-Jennings Randolph,Surprise,TX,USA,36.85059322,-36.42707422
MMU,Saline County/Watts,Allen,NY,USA,35.49511817,-120.98633322
RKP,Huslia,Glendale,OK,USA,27.31168946,-96.55022511
P45,Fordyce Municipal,Topeka,OH,USA,48.90864726,-129.50154601
UGN,Boundary,Cleveland,WA,USA,32.28281656,-84.09085877
HVR,Du Page,Norfolk,GA,USA,35.29549137,-126.01270459
WLW,Tucker-Guthrie Memorial,Topeka,IA,USA,33.72607329,-86.15461875
PEZ,Agua Dulce Airpark,Sacramento,CA,USA,46.59122993,-56.86703541
62S,Pearson Airpark,San Diego,ID,USA,29.92367367,-118.92038458
UNO,Monticello,Indianapolis,FL,USA,39.82651055,-103.78682762
MEB,Willow,New Orleans,FL,USA,31.8173101,-43.78418164
ASH,Kahului,Sterling Heights,CA,USA,43.27582561,-142.79475756
U76,Sallisaw Municipal,New Orleans,MT,USA,42.44785797,-103.89420169
WBW,Halifax County,Pasadena,NH,USA,40.59955891,-87.28034835
GZS,Cleburne Municipal,Henderson,NE,USA,44.03616722,-128.49611534
PBH,Grandfield Municipal,Topeka,IL,USA,42.457356,-100.98525802
SPA,Fort Benton,San Diego,TX,USA,34.43218372,-86.47797088
SLB,Austin Municipal,Tucson,OR,USA,34.78444374,-65.21250667
1N2,Quitman-Brooks County,Boise,IL,USA,20.4797746,-139.89301369
4I0,Charles City Municipal,Milwaukee,TX,USA,23.23138283,-82.97873497
RKW,Commerce Municipal,Tallahassee,CA,USA,33.68146058,-93.57736549
EVB,Denison Municipal,Chandler,KS,USA,31.1925427,-86.04065526
MKK,Cooperstown Municipal,El Paso,WI,USA,45.73433224,-76.65487408
9S4,Highmore Municipal,Sunnyvale,CO,USA,42.81388519,-56.49844793
CRE,Lusk Muni,Seattle,AK,USA,37.60411339,-88.18344157
5CD,Grimes,Fayetteville,TX,USA,33.04964811,-65.86004577
1I9,Monahans-Roy Hurd Memorial,Milwaukee,AL,USA,51.92930628,-74.83140312
O48,Greenfield Municipal,Dallas,CA,USA,39.82839354,-95.81769495
JRF,Santa Rosa Municipal,Boston,GA,USA,30.74392436,-103.4975434
4D9,Gillette-Campbell County,Tempe,MO,USA,47.85824464,-114.40568614
CXE,Minden-Tahoe,Portland,TX,USA,27.5882126,-111.00293444
JNU,Shiprock Airstrip,Modesto,TX,USA,41.1336496,-118.40185974
PGA,Maryland,Fayetteville,MI,USA,42.81867064,-113.11156341
17Z,Weed,Toronto,AR,USA,39.78312535,-96.26142597
09M,Ann Arbor Municipal,Denton,NC,USA,31.74503628,-108.45233924
8K9,Atwood-Rawlins County City-County,Savannah,TX,USA,30.43547384,-95.89122087
D98,Louisville International-Standiford,Tampa,CA,USA,57.89763558,-72.38735465
14J,New Castle Muni,Visalia,MO,USA,37.98379328,-62.70681341
MFR,Panola County-Sharpe,Fresno,NE,USA,39.7714175,-74.70747469
ADH,North Las Vegas,Anchorage,OH,USA,37.58312853,-133.14492895
BMI,Wasco State,Joliet,NH,USA,48.02344151,-104.05015151
DXX,Escalante Municipal,Dallas,NY,USA,41.07976045,-96.85698873
KEB,Southwest Georgia Regional,Greensboro,IL,USA,42.5675555,-97.68123007
82C,Slaton Municipal,Chicago,GA,USA,47.25328743,-124.96152794
8K8,Padgham,Fort Wayne,AK,USA,49.55149566,-56.93887418
U05,Glacier Park Intl,Salt Lake City,CA,USA,45.7520558,-75.32758809
5R5,Satanta Municipal,Sterling Heights,VA,USA,41.1190744,-80.57600775
CEM,"Reading Muni,Gen Carl A Spaatz",Tempe,IL,USA,31.50459849,-93.44359653
PAK,Sawyer County,Winston-Salem,OH,USA,33.29955554,-78.21510214
ISZ,Breckenridge Stephens County,Miami,MN,USA,41.01563599,-67.08673286
RAP,Council Bluffs Municipal,Charlotte,MT,USA,47.59542757,-102.74570377
IGQ,Cheraw Municipal,Bridgeport,IN,USA,59.71879002,-82.50886273
UES,Albert J Ellis,Kansas City,PR,USA,46.13006052,-82.75662276
SBX,Sheboygan County Memorial,Knoxville,ND,USA,31.10364985,-116.59375758
EZZ,Cozad Municipal,Bakersfield,MO,USA,40.8527567,-105.02927223
DKX,Roscoe Turner,Seattle,NJ,USA,41.86317883,-122.30976794
4D0,John Day State,Wichita,TX,USA,39.26453265,-89.28576587
5B3,Toledo Suburban,Minneapolis,FL,USA,47.15456078,-76.29857334
48A,Miami University,Surprise,ID,USA,29.73596193,-80.05706044
DQH,Sarasota Bradenton International,Houston,AK,USA,40.69843065,-81.21501833
3N6,Hanover County Municipal,Midland,CA,USA,37.04635724,-80.99348584
HHW,Fairfield Municipal,Tucson,AL,USA,34.08652953,-130.93172572
DSV,Elim,Salem,TN,USA,45.37740088,-127.99917557
CBG,Wynne Municipal,Baton Rouge,MO,USA,16.11931087,-101.98843276
33S,Mt Sterling-Montgomery County,Tampa,AK,USA,39.91958589,-112.6667286
4O4,Evart Municipal,Boise,AK,USA,45.18439792,-84.31916619
IDL,Jacksonville International,London,AL,USA,35.46787183,-132.34969159
TPA,Cold Bay,Moreno Valley,MI,USA,23.55599519,-90.35897324
WMC,Turners Falls,Fort Worth,IL,USA,44.35027339,-112.18202857
SNH,De Quincy Industrial Airpark,Akron,NC,USA,49.91208825,-164.67692718
X06,Johnson,Lewisville,AK,USA,39.42018747,-36.54221799
AQC,Holyoke,Lincoln,TX,USA,29.53365891,-140.51144519
5J9,Hazelhurst,Modesto,MO,USA,31.14400539,-96.63411358
CDC,Sky Park,Providence,WI,USA,51.96870058,-76.91764629
GEY,East Troy Municipal,Fayetteville,AR,USA,43.46770556,-88.67060984
LVS,Hana,Tempe,VT,USA,56.94119645,-123.93569815
6B8,Princeton-Caldwell County,Lubbock,CA,USA,37.12311904,-126.41641549
F29,Plant City Municipal,Tampa,ND,USA,36.03458119,-113.97791179
E19,Barnes Municipal,Colorado Springs,ND,USA,46.76611103,-88.12455958
WNA,Haines SPB,Murfreesboro,TX,USA,52.75141878,-84.37904585
AJG,Craig SPB,Tacoma,IA,USA,38.46383971,-68.34682931
EQY,Norfolk International,Madison,MN,USA,39.54347569,-115.33729576
1K5,Sebring  And Industrial Park,Newark,FL,USA,44.23754204,-98.62911162
0C4,Tuscaloosa Municipal,Salt Lake City,OK,USA,52.49984437,-80.78183352
SSF,Palm Springs International,Miami,MS,USA,52.73155562,-89.57955218
JVY,Minchumina,Cincinnati,AR,USA,45.47655036,-164.03477108
RME,Shenandoah Valley Regional,Madison,AR,USA,36.80016502,-123.23423902
7A2,Newark Intl,Topeka,MS,USA,53.47591945,-127.13349951
ELM,Fallon Municipal,Garland,KS,USA,45.44153481,-87.92715889
I86,Satanta Municipal,Chicago,TX,USA,52.27041687,-86.35215683
93Y,Longville Municipal,Moreno Valley,TX,USA,35.72075264,-112.60673027
10G,Sedalia Memorial,San Jose,AL,USA,43.73952803,-108.88249602
CLP,Burley Municipal,Odessa,IA,USA,39.78032397,-87.2192475
3A0,Mondell,Cincinnati,MT,USA,27.56880466,-100.84712014
MPE,Springfield-Branson Regional,West Valley City,MA,USA,38.07609736,-93.903443
Y47,Schaumburg Heliport,Reno,NJ,USA,45.72507187,-104.85489937
4I3,Water Valley,Sterling Heights,UT,USA,53.02202652,-76.9484814
08D,Toledo-Winlock Ed Carlson Memorial,Boston,CT,USA,51.17670402,-117.89310842
CGF,Dallas Love,Nashville,NE,USA,39.22212839,-66.91320279
K46,Miami Municipal,Spokane,IL,USA,37.91907024,-69.29987093
CPR,Port Allen,Dayton,NE,USA,21.13506801,-89.06936676
PLB,Broken Bow Municipal,Greensboro,WA,USA,41.60214522,-98.47883213
3LF,Burley Municipal,Boston,MN,USA,33.00194607,-88.02239816
PTW,West Plains Municipal,Lexington,SC,USA,58.62692122,-73.44232796
FEP,Madison County,Henderson,WA,USA,24.10094265,-120.46482572
09W,Griffin-Spaulding County,Santa Ana,KS,USA,40.46900415,-53.24241993
M79,Draughon-Miller Central Texas Regional,Hialeah,MN,USA,16.305224,-110.93130983
AMG,Garner,Riverside,TX,USA,33.51742535,-62.0168428
DDH,Catalina,Lakewood,TN,USA,47.34762263,-140.98852725
DYR,Belzoni Municipal,Salem,WI,USA,41.79068144,-112.88898566
VTN,Centralia Municipal,Dallas,AZ,USA,30.64800546,-91.47241985
RBE,Slidell,Las Vegas,MT,USA,35.24874736,-67.07789353
5A9,George M Bryan,Boston,MS,USA,40.39536549,-109.15233823
GLW,South Lafourche,Grand Rapids,PA,USA,38.6954322,-60.01436042
ENN,Columbia,Stockton,PA,USA,48.75920936,-61.42064222
PLR,Springdale Municipal,Phoenix,FL,USA,26.33145454,-101.02285763
NH12,Cornelius-Moore,Fresno,AK,USA,46.88266787,-108.11965031
K78,Millinocket Municipal,Boston,NY,USA,47.60799038,-114.71765644
CDK,Boulder Muni,Fort Wayne,ND,USA,49.78527103,-85.79410338
11R,Bakersfield Municipal,Pomona,CA,USA,48.20287388,-60.23499295
09J,Watford City Municipal,Macon,AL,USA,31.99351979,-83.10202197
W41,Shaltz,Paris,GA,USA,54.45544813,-23.00486399
MKO,Salem Memorial,Laredo,TX,USA,50.4355457,-124.4626036
63C,McCarley,Huntington Beach,AR,USA,36.97000671,-75.20647106
0E0,Person County,Birmingham,ID,USA,32.96229711,-71.46636512
FLL,Anderson Municipal,Grand Rapids,CA,USA,68.55395011,-112.55812727
EED,Salem-Leckrone,Des Moines,MN,USA,53.98588447,-98.02832401
DCY,Trego Wakeeney,Omaha,TX,USA,41.18780466,-86.92580097
E04,Mercedita,Visalia,AK,USA,59.96838099,-105.04308616
0R4,Terrell Municipal,Tempe,FL,USA,40.68269046,-94.32379231
RNV,Isbell,Henderson,TX,USA,30.99843497,-123.3423334
CKI,Kingman Municipal,Lewisville,TX,USA,33.22271483,-144.749935
9A1,Montauk,Chandler,SD,USA,48.90900271,-124.91046818
FZY,McLaughlin Municipal,Fort Worth,GA,USA,41.74441264,-118.0419829
RRT,Sayre Municipal,New Orleans,NE,USA,37.69902025,-131.87304581
4R9,Thomas Municipal,New Orleans,WI,USA,59.32095474,-88.75639271
SMO,Somerset County,Pittsburgh,TX,USA,52.47013399,-124.51996783
PNC,Kosciusko-Attala County,Garland,AK,USA,39.68162179,-99.0737043
JKA,Francis Gabreski,Sunnyvale,IN,USA,31.46364041,-137.53435872
Q17,Buckeye Municipal,Pasadena,FL,USA,43.59365281,-106.84074692
79S,Fort Wayne International,Santa Ana,UT,USA,49.49347651,-96.90874353
SYR,Craig-Moffat,Worcester,MT,USA,37.23062044,-90.79007449
TLH,Shelby Municipal,Fort Wayne,AK,USA,44.0039324,-97.15261283
IFP,Williamson County,Berlin,CA,USA,36.18242307,-104.26733314
4Z4,Roscommon County,Plano,AK,USA,40.18715656,-81.63829803
CDN,Pottstown Limerick,Tokyo,TX,USA,27.47750332,-118.6226216
78D,Clow,Toledo,AR,USA,43.48950355,-113.22568398
0R3,Central Maine,West Valley City,OK,USA,30.46190236,-93.82565293
WA10,Mercedita,Baltimore,NV,USA,30.12658954,-35.26166296
GRK,North Big Horn County,San Diego,AZ,USA,48.64331438,-59.9411251
3B1,Southland,Thornton,PA,USA,25.7150216,-88.88298037
SBO,Olney-Noble,Fresno,LA,USA,27.03147094,-88.8220493
OGA,Cordell Municipal,Odessa,AL,USA,21.45597887,-97.98913696
ANB,Bentonville Municipal,Lincoln,OK,USA,41.42391143,-66.64715192
GEZ,Camdenton Memorial,San Francisco,LA,USA,45.19167787,-83.63279635
AQT,Ralph Wenz,Greensboro,NY,USA,33.38700344,-130.16776626
VCT,Big Timber,Washington,TX,USA,39.18153061,-98.43061455
CEF,Cushing Municipal,Plano,UT,USA,35.98846237,-60.89180282
MKO,Fresno Yosemite International,Las Vegas,CA,USA,23.72311286,-80.88162027
NUL,Flandreau Municipal,West Valley City,MN,USA,46.62081463,-121.01205892
3B1,Belleville Municipal,Raleigh,CA,USA,37.62714454,-114.7129941
4A6,Brigham City,London,WI,USA,54.1158124,-57.38102903
HSP,Pittsburgh Boquet Airpark,Pomona,CA,USA,43.18242783,-73.9864703
AUH,Presque Isle County,Houston,NJ,USA,42.52516395,-93.49110116
OGB,Deering,Des Moines,TX,USA,57.90054703,-126.98175455
9S5,Dacy,Riverside,WA,USA,29.92623992,-91.81688143
TTF,Columbia Regional,Surprise,OH,USA,41.93755598,-94.57358969
TVB,Lompoc,Paterson,AR,USA,47.53028883,-111.54851392
0G3,Beeville Municipal,Houston,WV,USA,27.3184668,-135.30577473
Q21,New Hudson,Aurora,GA,USA,40.18263766,-68.62021768
LNK,Crandon Municipal,Colorado Springs,IN,USA,32.66755632,-107.73948271
AZO,Quincy Municipal-Baldwin,Akron,CA,USA,40.28978075,-125.01992966
FHU,George Bush Intercontinental,Pueblo,TX,USA,46.30680978,-86.69838172
9A8,Marion County Regional,Spokane,OK,USA,36.10283109,-106.16187703
OLS,Park Falls Municipal,Pueblo,OH,USA,50.41441571,-86.60090723
HUL,Gallatin,Raleigh,NE,USA,29.52976019,-54.51292844
DTO,Glacier Park Intl,Hampton,MS,USA,37.12282895,-92.12799025
VPS,Talladega Municipal,Indianapolis,CA,USA,25.90536679,-83.99683027
BDL,Defiance Memorial,Birmingham,CA,USA,25.15427641,-107.49011181
LCQ,Kickapoo Downtown Airpark,Raleigh,KY,USA,34.98145185,-142.57509901
M99,Choteau,Baton Rouge,AK,USA,27.48766137,-91.60861074
SQI,Turner County,Rochester,AK,USA,31.40080668,-85.40478809
SD18,Steuben County-Tri State,Fontana,GA,USA,38.28345108,-98.62409767
M22,Chennault International,Las Vegas,CA,USA,40.77761398,-109.24907308
PAE,Wilkes County,Salt Lake City,IN,USA,33.16354183,-74.12398179
RSH,Redfield Municipal,Oxnard,AK,USA,55.82171211,-125.11796212
B01,Red River,Plano,MN,USA,32.32776593,-92.89709918
ATW,Illinois Valley Regional,Durham,AR,USA,30.28770171,-124.81409995
BKV,Crystal River,Cleveland,WY,USA,39.70962981,-137.97174948
LGC,Harry Clever,Lubbock,AK,USA,47.05989376,-96.91020456
GHW,Mott Municipal,Denton,GA,USA,34.43005008,-95.37326571
K39,Douglas Municipal,Buffalo,IL,USA,47.57408807,-115.34073419
Q06,Bolivar Municipal,El Paso,OK,USA,46.13184098,-44.75507741
H79,Hammonton Muni,Topeka,LA,USA,23.46424178,-93.66447358
HVR,William M Tuck,Colorado Springs,IA,USA,46.49298655,-78.51906981
HWO,Perry County Municipal,Jacksonville,AK,USA,49.492202,-93.9197168
GKT,Gregg County,Surprise,OK,USA,39.30618387,-119.12866792
O89,Statesboro Municipal,Newark,UT,USA,53.6999478,-110.66825244
3CU,Nampa Muni,Baltimore,TX,USA,28.94612138,-92.4760706
F29,Beaver County,Dayton,TX,USA,34.44427748,-43.23520298
IYS,Griffin-Spaulding County,Albuquerque,TX,USA,40.17859621,-91.4228062
EWU,Methow Valley State,Las Vegas,WA,USA,39.6828008,-144.26154953
ARV,Gibson City Municipal,Mesa,WA,USA,51.30076667,-94.83567487
DLN,Syracuse-Hamilton County Municipal,Baton Rouge,ND,USA,53.53260173,-97.68673375
DAY,Hector Municipal,Tempe,MS,USA,53.16685338,-65.16609424
HLC,Joplin Regional,Omaha,IL,USA,45.08483377,-62.21298095
LNK,Houston-Gulf,San Antonio,GA,USA,25.26896953,-106.95411061
SLE,Riverton Regional,Tokyo,CA,USA,24.91284967,-76.08359299
TAZ,Claremore Regional,Madison,NC,USA,32.92032251,-85.72258698
LPC,Charlotte Amalie Harbor Seaplane Base,Mesa,MD,USA,44.18522509,-114.4053515
CAR,Montrose Regional,Macon,AK,USA,33.22905405,-93.98603083
EET,Sidney Municipal,Topeka,TX,USA,44.58149596,-80.19572607
BWI,Ophir,Chicago,OK,USA,35.73488443,-81.88921563
PVG,Arco-Butte County,Columbus,AK,USA,41.92037209,-68.78027537
SZY,Rio Linda,Gilbert,MS,USA,42.07484859,-109.12555897
MAZ,Dowagiac Municipal,Houston,AL,USA,41.47651878,-99.44673996
SKI,Anoka County,Toronto,MT,USA,36.23179672,-109.84023798
FDW,Alamo Landing,Henderson,MT,USA,34.75948999,-113.20276929
GAB,Sac City Municipal,Baltimore,FL,USA,31.69209516,-90.96248005
CNP,Egegik,Reno,PA,USA,59.84402535,-71.84193597
FLX,Natchez-Adams County,Topeka,IN,USA,36.62819136,-73.55699124
DDC,Antonio Rivera Rodriguez,Odessa,GA,USA,46.73367971,-102.13826048
S33,Santa Maria Pub/Capt G Allan Hancock,Phoenix,NY,USA,34.1359702,-68.59755045
C18,Crooked Creek,Thornton,IN,USA,42.27922949,-98.12574167
EAA,Thomas County,Waco,CA,USA,53.65881634,-43.25862905
TEX,Schoolcraft County,Hayward,SC,USA,49.79947142,-107.16285566
U02,Idaho Falls Regional,Dallas,AK,USA,39.99941887,-46.17094063
PCW,Magnolia Municipal,Anaheim,KY,USA,31.22715285,-91.71996768
OPN,Telfair-Wheeler,Jersey City,AL,USA,36.43990497,-60.3626459
MMI,Alexandria,Sioux Falls,OK,USA,41.10910604,-139.37925042
13C,Port Protection SPB,Chandler,IA,USA,30.058711,-90.7216763
RUT,Durango-La Plata County,Milwaukee,TN,USA,37.64599345,-108.29188834
LXV,West Woodward,Santa Ana,OK,USA,34.62881929,-126.93326426
F89,Shingletown,Brownsville,MI,USA,43.00985616,-105.66128243
8U8,Fort Smith Regional,Bridgeport,OK,USA,36.59043675,-117.40573331
ISW,Freedom,Knoxville,WI,USA,35.44729633,-101.80675834
MRN,Pageland,Plano,KS,USA,32.55168719,-88.59678894
S67,Brown County,Hialeah,TN,USA,40.72934745,-81.75793505
SZP,North Big Horn County,Tucson,SC,USA,52.3724395,-134.07066751
47J,Madill Municipal,Roseville,OR,USA,35.58741735,-97.83770781
GAI,Waukegan Regional,Corpus Christi,IL,USA,37.8575975,-85.80996658
FFT,Kongiganak,Visalia,WV,USA,40.5082335,-79.72639705
GTF,Flat,Naperville,CO,USA,35.630414,-77.14930954
7I7,White County,Tucson,IA,USA,55.18721077,-84.94747901
22I,MC Clellan-Palomar Airport,Chattanooga,AK,USA,30.46279273,-85.94303915
CIU,Laurens County,Savannah,PA,USA,45.55338686,-96.09058001
LEM,Tampa International,Greensboro,OR,USA,46.63744993,-89.79569869
LGA,Shelter Cove,Boston,TX,USA,43.48047938,-63.9598821
0M4,Lanett Municipal,Norfolk,SC,USA,36.22306871,-135.9665816
MCX,Lonesome Pine,Modesto,ME,USA,34.58900772,-115.23967145
3D4,Camden Municipal,Greensboro,IL,USA,28.10153021,-108.60195991
I16,Chefornak,London,AK,USA,36.80175515,-54.1989935
OXB,Deming Municipal,El Paso,WA,USA,24.81623635,-123.53338313
MHT,West Houston,Brownsville,AK,USA,42.74166418,-46.97743752
AVP,Holyoke,Indianapolis,LA,USA,39.90634354,-105.33676277
ICT,Red Lion,Phoenix,NJ,USA,47.4464236,-69.90560508
ANQ,Greensburg-Decatur County,Tokyo,ID,USA,20.45423787,-116.36186365
CMA,Cherry Ridge,San Diego,GA,USA,28.80195497,-67.22584071
OLU,Caribou Municipal,Chicago,NE,USA,40.14655289,-73.11481571
JOT,Crandon Municipal,Tempe,MS,USA,32.74270451,-100.91587805
ATK,Elk City Municipal,Jacksonville,CA,USA,47.09107452,-131.06738165
A32,Hawley Municipal,Irvine,AR,USA,33.78018429,-132.31501246
WTK,Morris Municipal,Sparks,KY,USA,49.39859014,-55.53889773
A14,Tri-Cities Regional,Visalia,NY,USA,25.47264091,-102.78881347
U08,Lee County,Modesto,AR,USA,42.77052596,-92.40290841
7K0,Maryville Memorial,Fresno,CA,USA,62.54797707,-77.25944965
AFJ,Forks,Winston-Salem,IL,USA,46.85993156,-82.82313065
ROW,Columbiana County,Peoria,FL,USA,25.88520999,-89.34756672
DLZ,E 34th St Heliport,Paris,AL,USA,28.57921308,-90.70213148
61C,Cle Elum Municipal,Moreno Valley,OH,USA,32.3331198,-101.656799
LNL,Walterboro Municipal,Fresno,MS,USA,42.50836979,-86.28100825
LNC,Angoon SPB,Peoria,CA,USA,42.76772649,-140.2000009
K09,Littlefield Municipal,Houston,TN,USA,26.67497713,-129.17562848
L45,Warren,Philadelphia,AK,USA,37.9130773,-126.79742637
IMT,Northern Aroostook Regional,Cincinnati,ND,USA,38.03105311,-67.28969986
3U8,Chesapeake Municipal,Knoxville,OR,USA,48.67918173,-108.70764678
HSB,Northern Maine Regional,Knoxville,MI,USA,38.13720865,-92.37703502
HUS,McKellar-Sipes Regional,Hampton,AK,USA,37.44861985,-97.02332987
62H,Richmond International,Providence,MD,USA,21.27564044,-88.98195909
S66,De Quincy Industrial Airpark,Laredo,OK,USA,47.64269646,-81.41049805
MTN,North Little Rock Municipal,Milwaukee,LA,USA,40.17860633,-141.09789797
8G2,Ross County,Baltimore,AL,USA,51.66864869,-115.54024657
5U3,Twentynine Palms,San Francisco,NH,USA,46.97918663,-94.76833241
HLG,Sky Manor,Hialeah,AZ,USA,43.7842737,-112.65437925
BKX,Du Page,Worcester,AK,USA,46.34088092,-94.8683295
VNC,Merritt Island,Henderson,PA,USA,26.71386632,-126.50669006
46A,Bob Wiley,Rochester,SC,USA,25.79230177,-84.37120548
4D9,Visalia Municipal,Riverside,TX,USA,51.83590993,-140.05275893
CSQ,Springer Municipal,Seattle,NH,USA,26.5399548,-84.55292495
S66,Aiken Municipal,Modesto,CA,USA,45.36993954,-110.85201246
Q26,Mesa Del Rey,Tampa,MN,USA,42.20409323,-84.57100422
N10,Lea County,Birmingham,WA,USA,42.83505813,-98.63066125
TAZ,Little River,Tokyo,KS,USA,32.89199953,-85.85247973
MDD,Walla Walla Regional,Indianapolis,IL,USA,40.4228095,-64.35121644
I76,Sac City Municipal,Spokane,MI,USA,36.29107015,-88.82009861
PMV,Kamiah Municipal,Eugene,TX,USA,47.58447739,-125.33493159
EAT,Brownsville,Omaha,AR,USA,49.09488069,-110.08952326
P13,Greeley Municipal,San Francisco,WA,USA,29.7261504,-99.77165527
UCP,Peachtree City - Falcon,San Jose,TX,USA,27.88583369,-67.41058357
0R1,Folsom,Garland,GA,USA,40.27319515,-67.85806188
HZE,Illinois Valley Regional,El Paso,AK,USA,40.17585354,-83.79631306
M60,Caribou Municipal,Visalia,WI,USA,30.45736946,-74.07919501
GBR,Fremont County,San Antonio,CA,USA,37.42544495,-122.69116034
