origin,destination,count
IND,LWS,735
PNS,ABY,739
LGA,PMD,1317
ATW,JAX,2380
STX,SUX,306
LFT,TUL,1625
XNA,PNS,629
IAD,TYR,108
MHT,FSM,654
RDD,PLN,2492
YAK,XNA,101
BQK,MCO,333
ROC,BPT,5384
PUB,ICT,957
CLL,AVL,554
ROA,LBB,385
MKG,FAY,1541
KTN,SUX,22
LMT,LCH,1483
BRO,PWM,1157
EWR,OTZ,762
PIH,MCN,536
EYW,SRQ,394
TYS,YAK,2047
AVL,JAN,107
GFK,INL,3471
SBN,BNA,228
BTV,BET,20
MKG,SCE,405
VLD,HOU,323
MEI,BNA,237
TWF,XNA,298
ELM,DHN,26
ELM,HOU,7146
HRL,LRD,871
CMH,SPS,146
RAP,OXR,263
BIL,CLD,1495
CLE,TUP,690
CLD,CIC,6296
TUL,HSV,33
EUG,ALO,79
CWA,PLN,974
LIT,LYH,205
SAT,RDM,27
PVD,GCC,10115
MGM,KOA,3045
PUB,BQN,538
BFL,ELM,136
BQK,WRG,93
RDM,MFE,1897
SCE,GJT,190
MFE,SFO,3332
IYK,MEM,1898
DAL,TUP,407
STX,LBB,2394
MFR,GST,785
OME,DLH,460
DRO,ACK,13
LRD,IPL,1190
CHO,CID,145
BET,MRY,1
DLG,IAH,433
CID,AVP,2482
RKS,LAN,551
TLH,PWM,373
HNL,OGD,2110
CMI,TRI,36
SIT,TRI,3242
SUX,TWF,4218
RHI,COD,189
ACT,MLB,3558
PIR,PHL,3252
PSG,ABQ,6072
LSE,GTR,418
AVP,STX,185
ACK,PIH,5024
OXR,MFE,2579
TPA,BTR,2226
LRD,RDU,1501
EWR,IYK,144
GST,RIC,3378
PBI,MGM,287
LGA,SAV,1161
ANC,IDA,7203
SRQ,BET,1030
CID,CLT,491
FSD,ABI,775
HLN,TOL,2491
GGG,RKS,846
BRO,MFE,358
FNT,PMD,82
MSN,BDL,38
ROW,ORF,998
CPR,ACT,29
STT,LMT,2068
OGG,TOL,203
MYR,IND,1068
ACT,BTR,981
JAX,CWA,198
MLB,FNT,130
CVG,CDC,1233
ONT,ANC,414
GTF,SBA,1094
OGG,DEN,747
INL,SJC,3393
ALB,PSE,391
HTS,YKM,739
EYW,GSP,26
ABQ,FSM,13
ADK,CPR,385
SNA,TWF,1059
HOU,EUG,77
TPA,ATW,4832
ELP,CWA,74
YKM,KOA,217
ORF,MAF,671
SJU,SLC,5494
TXK,LGB,414
HHH,TYS,234
WRG,BFL,2414
HSV,MTJ,1137
ELM,TYR,519
GSO,IPL,646
BPT,JAX,562
CPR,EUG,989
MEI,JAX,360
EVV,DBQ,305
ERI,RNO,618
SWF,SJU,31
ABI,ABY,4331
OKC,IYK,921
STT,MSY,4231
ADQ,AMA,503
PIT,PHX,698
ABY,MOT,3294
VPS,HLN,758
COS,TEX,727
BTR,ABI,5910
ORD,MKG,2424
DCA,ADK,4305
TEX,ACT,93
MRY,PIT,66
PSC,CRW,1399
LGA,DAL,1420
FAR,OGG,4126
CDC,HTS,4737
EKO,ICT,1097
IPL,FSM,65
LGA,DAY,25
ALB,RSW,95
SUN,OTZ,269
CRW,COD,996
BET,AUS,972
IAH,VLD,1453
SPS,MLI,2120
GSP,OTH,221
DAB,SMF,33
SIT,CWA,2945
IND,HHH,2877
AVL,PMD,954
TUS,BIL,743
SNA,VLD,2255
OAJ,PHF,773
VLD,GJT,703
DLH,MAF,3771
TPA,BGR,4843
CLE,SGF,348
CDV,GRB,921
MDT,MDW,2131
YAK,BRW,1304
PVD,AEX,332
CWA,MOT,8
MCO,GCC,3485
KTN,CHS,92
RHI,ALO,93
RHI,EVV,243
ADQ,GRB,318
CAK,CDC,4688
ROA,CDC,1903
MBS,GUC,362
SPI,COS,11
BFL,MOB,626
IAD,GCC,3253
ILM,MOD,252
RFD,OXR,682
RNO,MEM,1770
GRB,LAX,298
WYS,BDL,474
YUM,RHI,524
CAK,LIH,3265
AUS,JFK,3699
PHX,PVD,622
GPT,TOL,2890
MSO,SLC,874
RDD,HPN,44
AUS,ACT,111
ITH,GEG,73
DAB,JFK,2371
SMF,GSO,134
MLI,HNL,44
BDL,FLG,209
MCO,RSW,37
SUN,PBI,125
AVP,SLC,508
YUM,MSO,1
BQN,MCN,823
LAS,ANC,1556
BDL,SIT,982
PHL,AZO,495
GTF,SYR,1810
ASE,GST,465
RDU,HRL,6471
TYR,MSP,8286
TVC,BQK,526
MQT,MTJ,1812
DLH,DAB,4
SBN,BGR,625
BTM,TYS,128
MHT,ISP,239
FLG,BHM,277
BRW,HNL,558
ADK,CMX,443
MCO,SLC,162
MTJ,OMA,2907
ONT,FAT,475
AGS,BTM,2022
BLI,SNA,2584
BGM,YAK,1599
LYH,PIR,1195
RDM,TVC,14
LCH,LWS,1193
HHH,OKC,487
TUS,GCC,23
FAY,MSO,57
GTR,AKN,738
VPS,YUM,453
CIC,KTN,63
JAX,MBS,1622
MOB,OGD,5865
BOI,HHH,49
WYS,IAD,602
LAX,ROA,74
PFN,LGB,362
MLU,BIL,257
PIT,CLT,95
ADQ,BLI,5125
CMH,LIH,721
TEX,PNS,1468
PHX,DTW,4260
DBQ,HHH,909
HNL,OAJ,9
OAJ,GTF,1292
HSV,ORF,1415
ACT,OMA,910
STL,FAT,3372
OTZ,GTR,117
LIT,LEX,1
PNS,CDV,1236
FLL,RDM,454
LCH,GEG,6567
LWB,CAE,513
ABQ,TUP,1553
MYR,CAK,1876
ALO,ACY,1305
AMA,SLC,118
AMA,IAD,444
OME,SJC,78
STL,RKS,192
LAN,STL,196
SUX,GGG,902
PVD,LFT,751
GCC,GSP,111
MFR,PVD,961
OTZ,PDX,1262
MSP,ACT,1608
ILM,GTR,1765
SCC,MQT,1214
LFT,FAT,602
RSW,CYS,611
SPS,FLO,312
DLG,TUL,2211
ITO,BFL,946
LYH,BTM,1669
ITH,GCC,1912
SRQ,EYW,286
OAK,ABE,3774
BTM,OMA,19
HRL,IND,179
DEN,YUM,82
CVG,GFK,1250
GPT,DEN,522
BDL,MCI,543
TRI,LWS,1794
HDN,LSE,1981
GTF,LIT,171
BQN,PVD,1119
GJT,RKS,437
RIC,FAY,2659
CDV,ORD,3214
HSV,SNA,1182
AEX,ALB,605
BFL,GSO,610
MKE,LSE,1770
MOD,FSM,46
ORF,MLI,6616
SMF,HPN,1159
SBA,VLD,1989
PHX,TUL,112
PFN,IDA,3268
CMI,SLE,512
TWF,ASE,1100
DAY,GUC,1361
ABI,FAI,3495
ILM,AGS,863
RKS,MLI,55
HDN,OMA,86
FAY,BQN,2549
KTN,ADQ,63
CHA,IAD,3267
JAX,MGM,875
LSE,XNA,622
SAN,BRO,40
GFK,DAY,25
PFN,OAK,2683
RHI,OAK,470
BJI,PHL,560
PSG,CIC,635
GTF,ROA,1699
FAI,LWS,875
CMX,PHL,1092
AKN,BTV,1044
LEX,BQN,382
TUP,SCE,278
ACT,BJI,2743
PFN,BTV,1037
ABI,TUS,1506
TRI,YKM,1127
CLD,CAK,314
SAN,CID,660
EKO,OAJ,980
HTS,BJI,26
IAH,TLH,971
WYS,MSN,5481
HRL,PSE,157
EVV,AVP,19
RKS,STL,57
RDU,KOA,3812
CAK,CHA,7301
SAN,LAW,109
MLU,DEN,455
GFK,TOL,586
SDF,TUP,25
PSC,CLE,681
TYS,CLT,529
DAL,OGG,1166
PDX,SMF,501
GCC,KTN,131
MAF,PDX,2443
GUC,DAY,2171
ICT,SHV,36
MCO,OME,3893
ONT,WYS,1158
COS,IYK,1025
CMI,LAW,3530
MLU,BRO,27
VPS,MKG,349
BLI,AKN,516
FSM,GPT,26
BMI,STX,264
CID,GGG,1052
XNA,LGA,257
PMD,RNO,20
XNA,STL,65
TLH,GRR,1335
CPR,SLC,798
DBQ,RKS,42
DCA,FLG,884
LGB,TYS,569
STL,EKO,2159
DAL,MCI,5833
TPA,SGU,379
XNA,IAH,686
GUC,HSV,999
GTF,FNT,2370
BOS,BFL,458
STT,FLO,1127
TVC,GNV,629
VLD,RFD,732
CLL,MSO,948
SAT,ISP,344
DLG,COS,1896
ACT,OXR,340
LWB,EUG,261
TYS,PIH,680
ROW,CSG,1828
BIL,MLB,2446
MTJ,CDV,1504
SGU,CMI,397
RKS,GSP,5941
GRK,COS,344
AZO,ADQ,77
EWN,IDA,1323
CHO,ABY,1191
OTZ,AVL,295
OTH,SMX,278
YKM,ABI,2090
ABQ,SLC,1
LMT,LFT,56
CVG,HPN,193
SNA,HTS,1224
RFD,CHO,2642
IND,ISP,1841
MAF,CMI,269
ADQ,ABQ,62
DAY,ALO,435
FSD,BET,79
CRW,BOS,615
SMX,HRL,3920
LCH,CLD,2489
BGM,PIH,277
OME,RSW,1555
BPT,CMH,693
LYH,CHA,390
SDF,MEI,413
TUL,LWB,484
BET,BRO,95
OGG,CHO,4
SMF,CAE,2143
MAF,LGB,1687
LMT,BDL,205
SAT,GRK,1209
ABQ,INL,73
BRW,TVC,786
EKO,SJC,2613
ELM,YAK,76
YUM,IPL,1404
OGG,EKO,1092
CRW,COD,96
SAN,PSE,111
BQK,PBI,693
OTZ,OTZ,100
PSE,IDA,886
GEG,BUR,342
LCH,TUS,1872
SIT,BTV,1676
LWS,GRR,1486
INL,AVP,2204
GPT,IAD,1303
FLO,SJU,120
BOI,FLO,2681
KTN,ACK,901
LBB,BTV,1788
CAE,MEI,4193
SLC,LFT,2325
ONT,SMX,157
HTS,AVL,6333
CID,TVC,1167
TUS,SGU,1864
TWF,LAW,547
RDU,DAL,240
HRL,DEN,857
ROW,GCC,5300
LFT,FNT,127
PIA,LYH,830
CWA,JFK,651
LGB,SJC,821
BHM,SWF,1446
MSP,FSM,1066
ABE,GEG,955
IAH,ATL,1403
MFE,LIH,3659
CRW,EKO,4599
VPS,DRO,3676
LAS,SPS,1
RFD,PIA,18
ADQ,VLD,2924
PHF,CVG,1956
MYR,GEG,588
GSO,SYR,1900
RDU,MLU,62
AVL,MEM,1246
TWF,PWM,240
PVD,RIC,214
CHA,LAN,1130
SUN,RDD,2
FCA,CRW,1566
MSY,PIR,3398
LIT,MIA,2260
ADQ,CVG,543
SJT,OTZ,837
MIA,RNO,1200
DAL,AUS,1261
SAN,IND,310
LBB,AMA,1065
BTV,ATL,5208
MGM,FAY,1067
PSP,PVD,364
LEX,ADQ,353
TVC,BET,646
FLO,JNU,1507
MDT,MSO,971
EUG,TRI,1585
EWR,FAR,1221
IPL,GST,2167
SNA,CRP,36
FNT,SCC,93
GSO,VLD,3933
ELP,JNU,14
GJT,BRO,4
YAK,CID,372
VPS,FWA,1219
DLH,RST,54
CMI,SLE,1061
ELM,ILM,963
ISP,SAT,558
TUS,TXK,1743
WRG,TYS,9673
MDW,JAN,102
PSG,GRR,220
MOD,PIA,1396
CPR,SMF,149
IYK,TYR,1243
VPS,TRI,353
ILM,SLE,54
OMA,BOI,77
AEX,MRY,34
BHM,LMT,2
BLI,ACY,173
MHT,CRW,5423
OGG,KOA,179
BET,ALB,500
OGG,SJC,5
ROC,CYS,85
HPN,PHL,266
DFW,PIA,99
MIA,MLB,1940
CMH,MFR,1800
OME,GSO,5292
STX,HLN,66
CWA,ICT,3403
ABY,AVL,2535
BDL,PBI,898
KTN,INL,753
BIL,FAT,498
JNU,HOU,3154
IND,LWB,2288
CPR,BQN,465
FLL,SYR,486
BFL,SHV,358
RKS,RST,43
HPN,AZO,3089
OTH,PHL,458
ADK,CVG,801
LAW,AUS,304
GTF,YKM,7144
SBA,CEC,2419
MKG,LIT,1706
INL,ACV,1332
BFL,GRB,141
CHS,LAN,2410
SAN,PIA,999
LMT,ISP,1674
ATW,LGA,3770
SWF,SLC,40
ASE,HLN,591
BZN,SGU,511
FLG,BOI,225
CHS,MOT,7084
VPS,LRD,1396
ADK,PSG,5428
PVD,LEX,5
PIR,COS,4891
HPN,STL,47
GRK,MHT,287
CMI,SJC,200
FAT,SNA,217
PHX,OKC,486
TUL,CLT,2303
HRL,PSP,1
DAB,BOS,2263
FLL,YAK,125
PNS,MFE,892
HLN,DRO,540
GRR,BET,2333
BFL,IYK,60
SIT,BQN,2968
BTR,MDT,150
ERI,ADQ,2894
PHX,PHX,1225
DLG,CMX,1281
PIH,FAT,1809
CWA,GRK,108
AGS,ASE,1572
JFK,BHM,3231
ABI,LAN,138
MCN,CRP,4
MCI,ELP,98
CMI,HRL,744
OAK,OAJ,2729
COD,CEC,1537
LEX,BUF,114
MKE,BET,49
PSC,LAN,555
SMX,ERI,1111
OME,LWB,155
EUG,IDA,3688
ROC,GUC,4222
SUX,TLH,8865
YKM,TLH,348
LWS,TRI,1192
FLO,EVV,3273
ITO,AUS,60
CDC,BRO,1742
RAP,CLT,608
YUM,DRO,284
CPR,STT,2736
DAY,LAW,2758
PIA,BJI,159
LFT,EUG,347
CAE,EKO,453
OXR,HOU,845
SAV,FLL,241
BTV,SMF,815
MQT,SBN,946
EUG,ACT,168
HLN,MKG,161
GTR,ONT,314
ATL,LAN,268
GST,BTM,225
PNS,TXK,9208
GUC,STT,1481
ADK,ROW,244
PLN,CMH,3590
TEX,MIA,505
DTW,BMI,4194
CLD,LIH,812
ROW,ROC,1512
LGA,SPI,19
IND,ABI,903
ITO,PDX,1
IAD,MQT,5196
ADQ,SPI,3570
MEM,PFN,1
BHM,RFD,1
LNK,ABI,973
CHS,BFL,4015
LAN,GSP,68
LAN,EKO,1745
BRW,TUS,1943
BET,PDX,198
ONT,MCN,1066
CSG,ABE,1767
BDL,LRD,549
SBP,AKN,1678
GEG,VPS,1560
BDL,SUX,251
PLN,ACV,2484
HRL,TUP,802
HRL,JFK,1002
ORF,TPA,12251
PWM,STX,554
VLD,CLD,19
DEN,GST,1012
ABI,EYW,2109
GSO,LFT,1155
FAT,IYK,1715
CLL,EUG,2574
GFK,FSD,1076
DAY,BTV,24
GTR,MOD,977
BQK,WYS,29
STL,HLN,200
EWR,DTW,5302
ALO,LAN,4044
PIA,LGB,9121
YKM,AVL,2479
CDC,LAX,975
HOU,BMI,269
RDU,BOI,493
OME,BET,61
AUS,BUR,2537
AUS,ALO,129
OXR,SCC,1014
SGU,PIH,9
SHV,PIT,2535
LWS,FLO,4020
DRO,RDU,2598
BTR,LRD,528
EKO,FSM,1133
TYS,BTR,929
BGR,DAB,552
RNO,IPL,1430
COS,OAK,652
LGB,LCH,2715
GRK,GSP,310
HDN,IAH,562
JAX,AEX,1996
SLC,MLI,569
ORD,LWS,7
MCN,HPN,793
FLG,SNA,378
TWF,FLO,6575
AVL,PSP,1852
TUS,GFK,428
OMA,DLH,140
SCC,SJU,541
SWF,BIS,1
ADQ,RDM,838
ORF,GEG,447
MCI,ORD,1414
BJI,DSM,169
BIL,EGE,2401
DHN,ALB,3923
ABI,MRY,670
EKO,SCE,1127
CLD,HHH,1441
EYW,ABI,299
MOB,CDC,2712
FWA,PIH,983
MKG,LFT,950
GTF,ERI,1170
SRQ,BJI,1003
ORF,SFO,605
PSE,LIH,353
PLN,KOA,608
ORD,RST,331
SBA,MCN,2922
CAE,GRR,249
SLC,FSD,297
AUS,FSM,1962
SAV,GSP,1562
HLN,OAJ,694
MOD,FLG,489
CEC,MFR,374
HPN,AVP,275
LIH,RIC,165
LWS,ABQ,148
ATW,KTN,326
BMI,LGB,457
ORD,DLG,183
STL,BWI,2582
SJT,MIA,46
YKM,BWI,2169
GST,OME,43
BOS,AUS,1685
RSW,GEG,3098
ABE,MLB,71
CDC,CPR,996
BQK,SDF,472
EWN,SJC,2440
CMH,ISP,340
GUC,CLD,105
LWS,MLB,404
DAL,PSP,253
LSE,SGU,1446
FLL,ABI,1766
GNV,TXK,953
MSY,FLL,4716
DFW,IAH,552
EWN,BQN,118
DCA,ABY,455
MAF,BGR,2624
AVL,BGM,572
ANC,SGU,1
BIS,SMF,1
ELP,GRB,2381
SIT,ALO,2053
KTN,BTR,4467
SMF,CMX,2664
CWA,COD,10626
OAK,BTM,3546
DAY,DSM,2761
CSG,AZO,30
RKS,MQT,1403
TLH,PDX,1
TWF,CLL,2404
MKE,IND,3
CDC,RDM,5850
MQT,SYR,1632
PSC,BIL,2883
SJU,ITH,536
MIA,MRY,2278
CSG,GJT,50
STX,STT,1369
TXK,JAC,18
CPR,GFK,1876
IDA,AKN,6099
SAV,DTW,2
HRL,HLN,824
DHN,TYS,2039
SBP,GTF,2061
HHH,CPR,2
SDF,IDA,238
BQN,TUS,743
BUR,SRQ,367
BNA,OME,59
PIH,ELM,3039
PBI,LFT,185
JFK,PFN,90
GFK,CID,235
PLN,BRW,2808
SFO,BGR,364
MBS,ORD,6
JAC,ROW,2055
AGS,EWN,326
CAE,DAL,287
BJI,MFE,13788
BOI,TYR,1101
VPS,GFK,5906
GFK,CMX,2006
ISP,MFE,42
CAK,LRD,6378
BDL,MYR,394
MFR,ACT,406
ROC,DAL,2692
MFR,YKM,213
CMX,CRW,5682
ADQ,DLG,14
SUN,RST,2173
ABY,MLI,1
TUL,PHL,238
PHL,CRW,629
JNU,JAC,395
BOI,EYW,742
VLD,GPT,368
ADK,EKO,2027
LAW,STL,2690
FCA,PFN,3638
BQN,TOL,2997
SYR,LMT,1769
YKM,PIA,542
OME,SGF,2962
GRR,BET,4
ABI,SUN,9381
IND,LIT,433
OMA,SHV,2007
CAE,CAE,1314
CLD,RDM,2461
ASE,AEX,93
GRB,JAX,1427
COS,SJC,6399
LAS,BIS,1224
BFL,CHA,329
BTV,MSY,1514
OAK,BHM,29
RST,LNK,862
YKM,IAH,199
PIH,MSN,1464
BOS,FNT,72
RDU,CVG,1143
OXR,FLO,166
BMI,LCH,532
MDT,ORD,2174
BQK,SJT,2872
BMI,ORF,1671
SDF,MLB,2527
RFD,ILM,935
LIT,CHO,1444
STX,GST,1925
PIT,CDC,1647
LGB,PNS,1637
IAD,LNK,147
OAJ,EYW,444
SCE,OKC,1
TUL,DCA,153
TXK,ONT,304
ATL,ASE,149
CLD,MBS,3622
ITO,BTM,1763
SEA,MRY,466
RDU,AUS,430
CAK,BTV,721
SBA,CLL,566
OXR,DAY,4
SPI,CLT,1876
OAJ,TUP,1557
TVC,HNL,821
ACK,SGF,288
AVP,TYS,382
GEG,DTW,65
HLN,CDV,121
WYS,AMA,822
PHX,XNA,1626
OKC,BOS,1252
ALB,EWR,76
LEX,PIA,2945
PSP,ROW,512
LNK,TXK,210
MRY,MSY,279
MSN,RSW,1109
MEI,ATL,2914
SLE,TUL,2140
AVL,GST,378
ROW,DHN,4070
ATW,BET,40
OTZ,SJU,261
LGB,DCA,132
BUF,STX,132
YKM,BQN,1853
CRW,ACY,120
SNA,SPS,158
STX,DCA,987
ITO,SYR,133
TYS,LMT,2118
RHI,MSN,1938
TEX,ROW,3105
CAK,EWR,116
SAV,MHT,3610
MLB,FAR,164
ASE,SNA,2970
DLG,RST,1176
ICT,FNT,462
TRI,PWM,908
BDL,MSO,1344
DEN,BOS,1813
MKE,SYR,586
SBP,BTM,843
LNK,DCA,1938
SFO,OMA,1028
GEG,MBS,17
SJT,BZN,2
BRO,INL,355
PIA,PIA,332
LNK,CRW,880
CRW,BOI,255
FAR,MBS,2374
LAN,SFO,620
ABY,AMA,658
GUC,SDF,797
SAT,ALO,133
VLD,GST,80
ITH,DCA,514
TLH,ITH,28
AEX,JAC,1260
JAX,VLD,183
PLN,IDA,1002
ICT,DSM,620
EGE,LIT,157
OAK,TUL,141
PSG,DHN,1765
GUC,PHX,792
COS,MSY,1673
MYR,AKN,479
COS,SGU,3087
RDU,ISP,31
BET,HRL,3224
TXK,ACV,1
MOT,MYR,1757
LWS,BPT,2527
LIT,TRI,338
STT,FAT,1959
CLT,SUX,1
LIT,PBI,467
TUL,TXK,566
EVV,LNK,659
SEA,LYH,80
GRR,MHT,839
MTJ,GRR,2149
BGR,AMA,549
ELM,GUC,2023
AVL,BZN,697
DEN,MCO,2102
CLL,GRR,1371
IAH,MSP,2904
MSP,MOB,648
ASE,BWI,1439
MYR,SAN,226
HOU,ISP,139
FLL,MSY,15
OTH,IND,765
MOB,GFK,133
BRW,SYR,1556
MOT,MOB,1704
ATL,SAV,1479
DHN,CDV,755
ILM,MEI,690
STL,CHO,786
IYK,FAR,2049
MSP,EVV,1240
BMI,SGF,48
ELM,TXK,355
SPS,CLL,497
CHA,OGD,905
SNA,BPT,135
HDN,RKS,109
BTM,GFK,1975
ATL,SMF,632
SUN,TVC,106
CRP,DCA,16
SGF,TEX,5107
PWM,GGG,17
SFO,MQT,2566
BET,SFO,823
HHH,ABE,1866
PIH,BOI,365
MSO,PIH,7349
MDT,TRI,385
GNV,MDW,316
MFE,LCH,269
SMX,MCI,1283
FLO,JAX,2298
LAW,GPT,116
LFT,DBQ,360
PHX,BRO,24
LAN,STX,1329
RNO,ALO,2771
EUG,MOD,3508
ALO,MSY,418
LAW,CEC,2816
LAX,AVP,191
ASE,LAX,1252
SBN,STT,3918
TRI,MHT,1771
PHX,RNO,765
MCN,CLL,44
RNO,RKS,538
BDL,JAX,36
CID,FAI,591
AUS,MOD,252
SLE,DLH,3455
HSV,ONT,11
VPS,DCA,524
SUN,BNA,59
YUM,DSM,3852
MOB,BRW,7
BUF,BNA,435
ROW,CLE,61
PNS,HNL,950
LIH,IND,831
ICT,RSW,407
SHV,MOT,74
SDF,SIT,3267
JAX,OKC,2591
MGM,IPL,2430
TLH,MGM,379
HOU,RIC,460
HLN,HNL,288
ATW,GPT,3052
BNA,GRK,733
SMF,LGB,801
RKS,MFE,32
OXR,EWR,2496
FWA,ATL,791
ROA,AVP,108
MSN,CMI,74
CLE,BTM,247
SRQ,SRQ,2169
AKN,HRL,443
CHS,MIA,1021
FLL,JNU,39
BQK,LRD,844
MKG,OGG,1051
IDA,AZO,2392
OME,BZN,255
EWN,LNK,933
OGG,PVD,68
STL,DLG,1402
MBS,LIT,906
SJC,ORD,2526
MDW,SWF,976
MCN,SCE,20
PHL,DRO,1428
DAY,TPA,128
STL,MLI,57
ATW,EUG,1145
DAY,SAT,35
LYH,SAN,714
FAI,AUS,125
FAR,LNK,780
GGG,VPS,904
CPR,OGG,751
KTN,TVC,1785
FAR,SCE,1264
CVG,ASE,359
HOU,FWA,73
GTF,LGA,294
TUP,CLL,3773
ABY,IDA,122
FLO,KTN,3386
LFT,ACV,638
HOU,PHL,1556
MFR,SDF,3729
ABY,ONT,70
INL,BOI,1263
MIA,SBN,768
ACT,IDA,1743
MLU,CDC,397
HSV,BGM,17
ITH,RKS,607
OAK,PSE,652
IAD,OMA,550
TOL,SJU,330
PHL,SJT,228
EWR,SLE,942
PHX,MDT,2275
TYR,TUS,3334
BET,PSE,462
SLC,DSM,1204
PSP,TWF,2046
MAF,JAX,1017
TYS,IPL,207
DRO,HPN,1026
EGE,MOB,100
MTJ,MDW,1305
PUB,LEX,2204
FNT,IDA,216
MKE,IND,5544
PSE,YUM,526
EVV,MSO,3095
CMI,PNS,214
SBN,BGM,767
TOL,PSG,3314
BNA,RSW,444
FAR,ONT,1080
SGU,GRR,297
BOS,EWN,1241
AZO,MIA,81
PIH,GRR,1999
MSN,CIC,13331
TVC,TYS,49
SYR,TPA,384
DRO,ALB,1069
LBB,GST,607
ADQ,BOS,2600
DTW,OKC,583
MDW,RDM,3242
SBN,IDA,2105
SRQ,CVG,21
ALO,RIC,2986
SAV,GEG,2409
EGE,SNA,1283
JFK,OGG,35
DEN,PIR,1713
PNS,SHV,1051
CHA,ILM,2247
MSN,COD,795
LNK,ABE,985
MFE,COD,1235
BNA,GRB,7
MFE,LYH,2779
CDV,DFW,366
GTF,EGE,496
HLN,SUN,1243
LGA,ABE,856
CIC,PVD,34
WRG,BPT,679
SUN,MDT,964
LAS,MCI,4040
PIR,BIL,28
DBQ,OKC,262
CWA,DAB,263
DSM,MEI,2949
ELP,FCA,462
PVD,SUX,1343
ILM,PHL,176
SNA,IAH,130
CDC,MAF,425
SYR,MSP,282
INL,ABE,48
SFO,GSP,1502
BRO,PIA,511
TEX,SCC,387
BTV,MLI,2948
EUG,PSG,6593
CHA,JAN,145
LYH,GST,251
VLD,BPT,139
MKE,MCO,3222
SCE,SPS,879
ILM,SMX,152
MBS,CAE,2349
ATL,SMX,119
CHA,TEX,85
JFK,TVC,144
CIC,LMT,95
OAJ,BQN,1736
PDX,TVC,1801
IAD,MFE,6
SWF,ALB,82
TXK,DBQ,284
PSP,OGG,290
CRP,KOA,76
XNA,DTW,324
MSO,AVP,1694
MFR,SDF,1449
TYS,GCC,2386
OKC,ISP,2772
GRR,FCA,20
GGG,IAH,3414
GGG,WYS,1195
PDX,MEM,697
SJT,BLI,315
MTJ,KTN,72
CHA,LAX,157
TUS,DLH,1
PFN,LIT,3341
LAW,SRQ,310
AUS,EYW,1509
STL,ALO,620
CDC,YUM,5202
MKE,XNA,1686
ABI,ORD,1200
CSG,CDV,1069
GFK,STL,2055
RSW,TLH,129
DLH,MOD,173
ELM,GPT,67
PBI,MTJ,366
CSG,MQT,842
RNO,OAJ,30
MBS,STT,4741
MOD,CHA,6337
ABY,ERI,14
FNT,LGB,410
LWB,MOT,2561
LFT,ANC,2337
BOS,PHL,320
DAY,EWN,1480
TUL,CYS,353
TPA,OXR,506
AVL,FCA,233
YUM,LMT,7
JAN,TEX,381
CRW,SGU,72
BRW,CID,3183
BOS,OKC,598
SYR,OAJ,257
SAT,ROC,334
BTR,SCC,438
HDN,ROA,105
PIR,MFE,1
SJT,GCC,734
HLN,PSG,737
MOD,TYR,1690
SRQ,RDD,2836
SWF,PSG,4953
MYR,VLD,519
SMF,BMI,917
ACK,MSY,6233
EWR,BZN,16
AEX,STX,596
STX,TWF,804
MFE,DAB,755
HPN,FSM,1634
GCC,SCC,870
ELM,BNA,5902
PLN,HNL,258
TXK,EVV,290
CLT,SMF,818
IAH,ROW,682
MDT,RDM,411
FAR,OTZ,1153
EWN,PHX,3155
VPS,ALO,221
BTM,GRB,57
TRI,SYR,1800
SCE,CRW,508
FLO,CLD,827
SNA,OTZ,96
DAB,SAT,310
CRW,ISP,427
SRQ,BNA,24
MSN,AUS,1778
GRB,VLD,48
ORD,LAW,4158
BWI,OTH,299
GGG,PNS,396
ABY,ORD,1432
SJC,SJU,673
BQN,GTR,587
ILM,JAX,998
CAE,OME,137
LWS,TUP,743
LIT,BTV,5504
CLL,MHT,131
CRW,MCI,1793
PVD,OTZ,8130
RST,BQK,204
FAT,BIL,378
BFL,BFL,248
SJC,ADQ,3407
JNU,TYS,2198
MEM,LWB,2751
PBI,EVV,677
SMX,MCN,282
BGR,OKC,363
FSM,ONT,802
MOT,EVV,1670
EKO,BDL,319
AZO,SGU,143
BZN,WYS,2790
BTV,BIS,18
HRL,FCA,305
BUF,PWM,8081
TYR,HPN,1574
DTW,SJU,1387
PHL,PIT,316
ABE,CYS,117
RSW,MOT,1027
ILM,COS,21
SLE,IND,543
HDN,CYS,1246
MLI,ITO,3895
SUN,GRK,3951
PIR,LRD,848
GFK,DRO,606
HDN,OAK,4
BOI,GFK,50
ELP,LWS,2361
TUL,TYR,258
GEG,AZO,55
GTF,BOI,331
LNK,SMX,24
RFD,CWA,2911
BUF,AVP,1153
CDV,DSM,408
GTF,COS,7869
CLT,PSE,84
OGG,MDT,2134
RAP,ABY,43
SPI,DTW,442
MCO,SPS,223
ERI,MGM,2370
MOD,BTR,101
